team,division,season,ncaa_id,height,major,jersey,name,url,position,class,hometown,high_school
Lesley,III,2024,588395,,,4,Paul Adebowale,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/adebowale_paul_6a5u,D,Junior,"Basingstoke, United Kingdom",Basingstoke Football Academy
Lesley,III,2024,588395,,,5,Aidan Stafford,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/stafford_aidan_693a,M,Junior,"Westford, Mass.",Westford Academy
Lesley,III,2024,588395,,,6,Miles Brajdic,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/brajdic_miles_4b2y,D,Junior,"Atlanta, Ga.",Pinecrest Academy
Lesley,III,2024,588395,,,7,Miguel Vasconcelos,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/vasconcelos_miguel_2gd6,M,Sophomore,"Sharon, Mass.",Sharon
Lesley,III,2024,588395,,,8,Hyunseung Kim,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/kim_hyunseung_h6yb,D,Junior,"Gwangju, South Korea",Global Vision Christian School
Lesley,III,2024,588395,,,9,Cameron DaRosa,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/darosa_cameron_1kz1,F,Sophomore,"Wells, Me.",Wells
Lesley,III,2024,588395,,,10,DJ Cronin,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/cronin_dj_v7kf,M,Senior,"New York, N.Y.",Horace Greeley
Lesley,III,2024,588395,,,11,Osmyn Atwood,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/atwood_osmyn_gil7,F,Sophomore,"New York, N.Y.",Proctor
Lesley,III,2024,588395,,,12,Caleb Race,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/race_caleb_2juf,M,Sophomore,"Wellington, Fla.",Palm Beach Central
Lesley,III,2024,588395,,,14,Marc Kenny Derac,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/derac_marc_kenny_wkqy,F,Sophomore,"Waltham, Mass.",Waltham
Lesley,III,2024,588395,,,16,Wassim Chaib,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/chaib_wassim_lw77,F,First Year,"East Boston, Mass.",Excel Academy Charter
Lesley,III,2024,588395,,,17,Daniel Excell,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/excell_daniel_3v12,D,First Year,"New Hartford, N.Y.",New Hartford Sr.
Lesley,III,2024,588395,,,18,Yik Ka Lam,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/lam_yik_ka_y8gu,M,Junior,"Hong Kong, China",SWCS Chan Pak Sha School
Lesley,III,2024,588395,,,20,Ciledson Segundo,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/segundo_ciledson_fojo,M,First Year,"Dedham, Mass.",Norwood
Lesley,III,2024,588395,,,21,Anthony DeNicola,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/denicola_anthony_7vyc,F,First Year,"Saunderstown, R.I.",North Kingston
Lesley,III,2024,588395,,,22,Tyler Fortin,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/fortin_tyler_blra,M,Sophomore,"Farmington, Conn.",Farmington
Lesley,III,2024,588395,,,23,Nick Wadleigh,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/wadleigh_nick_fb1z,M,Junior,"Glastonbury, Conn.",Glastonbury
Lesley,III,2024,588395,,,35,Aiden Hendricks,https://www.lesleyathletics.com/sports/msoc/2024-25/bios/hendricks_aiden_0pcr,GK,Sophomore,"Richmond, Va.",Appomattox Regional Governor's School
Mars Hill,II,2024,588092,,,,,,GK,Sr.,,
Mars Hill,II,2024,588092,,,,,,GK,Sr,,
Mars Hill,II,2024,588092,,,,,,D,Jr.,,
Mars Hill,II,2024,588092,,,,,,D,So.,,
Mars Hill,II,2024,588092,,,,,,D,Sr.,,
Mars Hill,II,2024,588092,,,,,,D,Sr.,,
Mars Hill,II,2024,588092,,,,,,D,Jr,,
Mars Hill,II,2024,588092,,,,,,F,Sr,,
Mars Hill,II,2024,588092,,,,,,M,Jr,,
Mars Hill,II,2024,588092,,,,,,F,Jr.,,
Mars Hill,II,2024,588092,,,,,,F,So.,,
Mars Hill,II,2024,588092,,,,,,M,Jr.,,
Mars Hill,II,2024,588092,,,,,,D,So.,,
Mars Hill,II,2024,588092,,,,,,M,Fr.,,
Mars Hill,II,2024,588092,,,,,,F,Sr,,
Mars Hill,II,2024,588092,,,,,,M,Jr,,
Mars Hill,II,2024,588092,,,,,,M/F,Fr.,,
Mars Hill,II,2024,588092,,,,,,M,Sr.,,
Mars Hill,II,2024,588092,,,,,,F,Fr.,,
Mars Hill,II,2024,588092,,,,,,M,So.,,
Mars Hill,II,2024,588092,,,,,,D,So.,,
Mars Hill,II,2024,588092,,,,,,M/F,Sr,,
Mars Hill,II,2024,588092,,,,,,D,So.,,
Mars Hill,II,2024,588092,,,,,,D/M,Jr.,,
Mars Hill,II,2024,588092,,,,,,M,So.,,
Mars Hill,II,2024,588092,,,,,,M,So.,,
Mars Hill,II,2024,588092,,,,,,F,Fr.,,
Mars Hill,II,2024,588092,,,,,,D/M,Fr.,,
Mars Hill,II,2024,588092,,,,,,M,Jr,,
Mars Hill,II,2024,588092,,,,,,D,Fr.,,
Mars Hill,II,2024,588092,,,,,,M/F,Fr.,,
Mars Hill,II,2024,588092,,,,,,M/F,Jr,,
Mars Hill,II,2024,588092,,,,,,GK,Jr,,
Mars Hill,II,2024,588092,,,,,,D,Sr,,
Mars Hill,II,2024,588092,,,,,,M,So.,,
Mars Hill,II,2024,588092,,,,,,M,Fr.,,
Mars Hill,II,2024,588092,,,,,,D,Fr.,,
Mars Hill,II,2024,588092,,,,,,M,Fr.,,
Mars Hill,II,2024,588092,,,,,,D,Fr.,,
Mars Hill,II,2024,588092,,,,,,M/F,Fr.,,
Mars Hill,II,2024,588092,,,,,,D/M,Fr.,,
Mars Hill,II,2024,588092,,,,,,M,Fr.,,
Mars Hill,II,2024,588092,,,,,,M,So.,,
Mars Hill,II,2024,588092,,,,,,D,Fr.,,
Mars Hill,II,2024,588092,,,,,,D,So.,,
Mars Hill,II,2024,588092,,,,,,D,Fr.,,
Mars Hill,II,2024,588092,,,,,,D/M,Jr.,,
Mars Hill,II,2024,588092,,,,,,M,So.,,
Mars Hill,II,2024,588092,,,,,,D,Fr.,,
Mars Hill,II,2024,588092,,,,,,D,So.,,
Mars Hill,II,2024,588092,,,,,,D,Fr.,,
Mars Hill,II,2024,588092,,,,,,F,So.,,
Mars Hill,II,2024,588092,,,,,,M,So.,,
Mars Hill,II,2024,588092,,,,,,D/F,Fr.,,
Mars Hill,II,2024,588092,,,,,,GK,So.,,
Mars Hill,II,2024,588092,,,,,,M,Fr.,,
Mars Hill,II,2024,588092,,,,,,GK,Jr,,
Mars Hill,II,2024,588092,,,,,,GK,So.,,
Mars Hill,II,2024,588092,,,,,,GK,So.,,
Mass. Maritime,III,2024,588577,,,,,,Goalkeeper,Freshman,"Mashpee, MA",Mashpee
Mass. Maritime,III,2024,588577,,,,,,Goalkeeper,Sophomore,"Stonington, CT",Stonington
Mass. Maritime,III,2024,588577,,,,,,Goalkeeper,Sophomore,"Walpole, MA",Walpole
Mass. Maritime,III,2024,588577,,,,,,Forward,Junior,"Marshfield, MA",Marshfield
Mass. Maritime,III,2024,588577,,,,,,Forward,Sophomore,"Windsor, MA",Wahconah
Mass. Maritime,III,2024,588577,,,,,,Midfield,Sophomore,"Hull, MA",Hull
Mass. Maritime,III,2024,588577,,,,,,Center Defensive Midfield,Sophomore,"Abington, MA",Abington
Mass. Maritime,III,2024,588577,,,,,,Forward,Senior,"West Roxbury, MA",Boston Latin Academy
Mass. Maritime,III,2024,588577,,,,,,Defense,Junior,"Weymouth, MA",Weymouth
Mass. Maritime,III,2024,588577,,,,,,Midfield,Junior,"Marshfield, MA",Marshfield
Mass. Maritime,III,2024,588577,,,,,,Midfield,Sophomore,"West Springfield, MA",Pope Francis
Mass. Maritime,III,2024,588577,,,,,,Midfield,Freshman,"Braintree, MA",Braintree
Mass. Maritime,III,2024,588577,,,,,,Defense,Senior,"East Longmeadow, MA",Wilbraham Monson Academy
Mass. Maritime,III,2024,588577,,,,,,Midfield,Freshman,"Virginia Beach, VA",Salem
Mass. Maritime,III,2024,588577,,,,,,Forward,Freshman,"Braintree, MA",Braintree
Mass. Maritime,III,2024,588577,,,,,,Defense,Sophomore,"Quincy, MA",Quincy
Mass. Maritime,III,2024,588577,,,,,,Defense,Freshman,"South Weymouth, MA",Weymouth
Mass. Maritime,III,2024,588577,,,,,,Forward,Senior,"Bel Air, MD",Aberdeen
Mass. Maritime,III,2024,588577,,,,,,Defense,Freshman,"North Kingstown, R.I.",North Kingstown Senior
Mass. Maritime,III,2024,588577,,,,,,Defense,Freshman,"Duxbury, MA",Silver Lake Regional
Mass. Maritime,III,2024,588577,,,,,,Defense,Sophomore,"Carver, MA",Carver
Mass. Maritime,III,2024,588577,,,,,,Midfield,Freshman,"Weymouth, MA",Weymouth
Mass. Maritime,III,2024,588577,,,,,,Midfield,Freshman,"Hanover, MA",Cardinal Spellman
Mass. Maritime,III,2024,588577,,,,,,Defense,Freshman,"Braintree, MA",Braintree
Mass. Maritime,III,2024,588577,,,,,,Defense,Freshman,"Carver, MA",Carver
Mass. Maritime,III,2024,588577,,,,,,Midfield,Senior,"Dorchester, MA",John D. O'Brien
Mass. Maritime,III,2024,588577,,,,,,Midfield,Junior,"Middleton, MA",Masconomet Regional
Mass. Maritime,III,2024,588577,,,,,,Forward,Freshman,"Kingston, MA",Silver Lake Regional
Mass. Maritime,III,2024,588577,,,,,,Forward,Freshman,"East Northport, N.Y.",John H. Glenn
MCLA,III,2024,588600,,,,,,Goalkeeper,Sophomore,"Medford, MA",Medford High School
MCLA,III,2024,588600,,,,,,Goalkeeper,Senior,"Plattsburgh, NY",Plattsburgh Senior High School
MCLA,III,2024,588600,,,,,,Midfielder,Sophomore,"Enfield, CT",Enfield High School
MCLA,III,2024,588600,,,,,,Defender,Freshman,"Enfield, CT",Enfield High School
MCLA,III,2024,588600,,,,,,Defender,Senior,"Hamilton, MA",Hamilton-Wenham Regional High School
MCLA,III,2024,588600,,,,,,Defender,Senior,"Bolton, MA",Nashoba Regional High School
MCLA,III,2024,588600,,,,,,Defender,Junior,"Mechanicville, NY",Mechanicville Junior-Senior High School
MCLA,III,2024,588600,,,,,,Forward,Junior,"Amesbury, MA",Amesbury High School
MCLA,III,2024,588600,,,,,,Midfielder,Senior,"Rensselaer, NY",Columbia High School
MCLA,III,2024,588600,,,,,,Forward,Senior,"Pittsfield, MA",Pittsfield High School
MCLA,III,2024,588600,,,,,,Midfielder,Senior,"Amherst, MA",Four Rivers Charter Public School
MCLA,III,2024,588600,,,,,,Forward,Sophomore,"Pittsfield, MA",Lenox Memorial High School
MCLA,III,2024,588600,,,,,,Forward,Junior,"New Lebanon, NY",Monument Mountain Regional High School
MCLA,III,2024,588600,,,,,,Defender,Sophomore,"Cornwall-on-Hudson, NY",Storm King School
MCLA,III,2024,588600,,,,,,Midfielder,Senior,"Adams, MA",Hoosac Valley Middle/High School
MCLA,III,2024,588600,,,,,,Midfielder,Sophomore,"Gansevoort, NY",Schuylerville High School
MCLA,III,2024,588600,,,,,,Midfielder,Senior,"Albany, NY",Mohonasen High School
MCLA,III,2024,588600,,,,,,Defender,Freshman,"Salt Lake City, UT",Rowland Hall
MCLA,III,2024,588600,,,,,,Midfielder,Freshman,"Averill Park, NY",Averill Park High School
MCLA,III,2024,588600,,,,,,Midfielder,Freshman,"Pittsfield, MA",Pittsfield High School
MCLA,III,2024,588600,,,,,,Forward,Sophomore,"North Adams, MA",McCann Technical School
MCLA,III,2024,588600,,,,,,Defender,Freshman,"Pittsfield, MA",Miami Jackson Senior High School
MCLA,III,2024,588600,,,,,,Forward,Senior,"Brookline, NH",Hollis Brookline High School
MCLA,III,2024,588600,,,,,,Defender,Freshman,"Methuen, MA",Greater Lawrence Reg.-Vocational-Technical High School
MCLA,III,2024,588600,,,,,,Midfield,Freshman,"Pittsfield, MA",University Of Professional Studies Accra
MCLA,III,2024,588600,,,,,,Goalkeeper,Senior,"New Milford, CT",New Milford High School
MCLA,III,2024,588600,,,,,,Goalkeeper,Junior,"Adams, MA",McCann Technical School
Merchant Marine,III,2024,588267,,,,,,,,,
Middlebury,III,2024,420,,,,,,,,,
Mitchell,III,2024,588405,,,,,,GK,Sr.,,
Mitchell,III,2024,588405,,,,,,D,Fr.,,
Mitchell,III,2024,588405,,,,,,D,So.,,
Mitchell,III,2024,588405,,,,,,M,Fr.,,
Mitchell,III,2024,588405,,,,,,F,Sr.,,
Mitchell,III,2024,588405,,,,,,F,So.,,
Mitchell,III,2024,588405,,,,,,M,Sr.,,
Mitchell,III,2024,588405,,,,,,F,Jr.,,
Mitchell,III,2024,588405,,,,,,D,Jr.,,
Mitchell,III,2024,588405,,,,,,F,So.,,
Mitchell,III,2024,588405,,,,,,F,Sr.,,
Mitchell,III,2024,588405,,,,,,M,Sr.,,
Mitchell,III,2024,588405,,,,,,M,Fr.,,
Mitchell,III,2024,588405,,,,,,D,So.,,
Mitchell,III,2024,588405,,,,,,F,Fr.,,
Mitchell,III,2024,588405,,,,,,F,Jr.,,
Mitchell,III,2024,588405,,,,,,D,Fr.,,
Mitchell,III,2024,588405,,,,,,F,Fr.,,
Mitchell,III,2024,588405,,,,,,F,Sr.,,
Mitchell,III,2024,588405,,,,,,D,Jr.,,
Mitchell,III,2024,588405,,,,,,D,Fr.,,
Mitchell,III,2024,588405,,,,,,D,Sr.,,
Mitchell,III,2024,588405,,,,,,GK,So.,,
Moravian,III,2024,588587,,,00,Casey Foley,https://www.moraviansports.com/sports/msoc/2024-25/bios/foley_casey_noqh,GK,Jr.,"Langhorne, Pa.",Neshaminy
Moravian,III,2024,588587,,,0,Casey Prajzner,https://www.moraviansports.com/sports/msoc/2024-25/bios/prajzner_casey_8rjo,GK,Jr.,"Furlong, Pa.",Central Bucks East
Moravian,III,2024,588587,,,1,Christian Beebe,https://www.moraviansports.com/sports/msoc/2024-25/bios/beebe_christian_oilu,GK,Gr.,"East Stroudsburg, Pa.",Stroudsburg
Moravian,III,2024,588587,,,2,Donald Gibbs,https://www.moraviansports.com/sports/msoc/2024-25/bios/gibbs_donald_ax1g,D,Gr.,"Glenside, Pa.",Abington
Moravian,III,2024,588587,,,3,Aidan Costa,https://www.moraviansports.com/sports/msoc/2024-25/bios/costa_aidan_1bx5,D,So.,"Martinsville, N.J.",Bridgewater Raritan
Moravian,III,2024,588587,,,4,Vito Leone,https://www.moraviansports.com/sports/msoc/2024-25/bios/leone_vito_531b,D,Gr.,"Lower Gwynedd, Pa.",LaSalle College
Moravian,III,2024,588587,,,5,Matt Benolken,https://www.moraviansports.com/sports/msoc/2024-25/bios/benolken_matt_68ji,F,Jr.,"Bangor, Pa.",Notre Dame Green Pond
Moravian,III,2024,588587,,,6,Colin Monahan,https://www.moraviansports.com/sports/msoc/2024-25/bios/monahan_colin_2xby,D,Jr.,"Perkasie, Pa.",Pennridge
Moravian,III,2024,588587,,,7,Giuseppe Propato,https://www.moraviansports.com/sports/msoc/2024-25/bios/propato_giuseppe_5umu,MF,So.,"Hartsville, Pa.",Archbishop Wood
Moravian,III,2024,588587,,,8,Ryan Latchford,https://www.moraviansports.com/sports/msoc/2024-25/bios/latchford_ryan_zupf,MF,So.,"Macungie, Pa.",Emmaus
Moravian,III,2024,588587,,,9,Tyler King,https://www.moraviansports.com/sports/msoc/2024-25/bios/king_tyler_bdyv,MF,Jr.,"Center Valley, Pa.",Southern Lehigh
Moravian,III,2024,588587,,,10,Jakob Braman,https://www.moraviansports.com/sports/msoc/2024-25/bios/braman_jakob_fsgz,F,Sr.,"Wind Gap, Pa.",Nazareth
Moravian,III,2024,588587,,,11,Kyle Weiss,https://www.moraviansports.com/sports/msoc/2024-25/bios/weiss_kyle_e0hu,MF/D,Sr.,"Franklin Township, N.J.",North Hunterdon
Moravian,III,2024,588587,,,12,Zach Nicholas,https://www.moraviansports.com/sports/msoc/2024-25/bios/nicholas_zach_cvw6,F,Gr.,"Hellertown, Pa.",Saucon Valley
Moravian,III,2024,588587,,,13,Colin Woehlcke,https://www.moraviansports.com/sports/msoc/2024-25/bios/woehlcke_colin_b2o5,MF,So.,"Collegeville, Pa.",Springside Chestnut Hill Academy
Moravian,III,2024,588587,,,14,Dan Ingersoll,https://www.moraviansports.com/sports/msoc/2024-25/bios/ingersoll_dan_cj9j,MF,Sr.,"Lambertville, N.J.",South Hunterdon
Moravian,III,2024,588587,,,15,Sean Kirwin,https://www.moraviansports.com/sports/msoc/2024-25/bios/kirwin_sean_23rk,MF,Fr.,"Woolwich Township, N.J.",Kingsway Regional
Moravian,III,2024,588587,,,16,Nick Milonas,https://www.moraviansports.com/sports/msoc/2024-25/bios/milonas_nick_jsab,MF,So.,"Stroudsburg, Pa.",Stroudsburg
Moravian,III,2024,588587,,,17,Rafi Sanjuan,https://www.moraviansports.com/sports/msoc/2024-25/bios/sanjuan_rafi_cim1,MF,So.,"Freemansburg, Pa.",Moravian Academy
Moravian,III,2024,588587,,,18,Cole Stevens,https://www.moraviansports.com/sports/msoc/2024-25/bios/stevens_cole_y2jf,D,Sr.,"Yardley, Pa.",Holy Ghost Prep.
Moravian,III,2024,588587,,,19,Joe Petricoin,https://www.moraviansports.com/sports/msoc/2024-25/bios/petricoin_joe_f0ck,MF,Jr.,"Shillington, Pa.",Governor Mifflin
Moravian,III,2024,588587,,,20,Aidan McMillan,https://www.moraviansports.com/sports/msoc/2024-25/bios/mcmillan_aidan_tfpy,D,So.,"Cherry Hill, N.J.",Cherry Hill West
Moravian,III,2024,588587,,,21,Hunter Shay,https://www.moraviansports.com/sports/msoc/2024-25/bios/shay_hunter_u5as,MF,Sr.,"Bensalem, Pa.",Bensalem
Moravian,III,2024,588587,,,22,Ryan Goldberg,https://www.moraviansports.com/sports/msoc/2024-25/bios/goldberg_ryan_ivaf,D,So.,"Titusville, N.J.",Hopewell Valley
Moravian,III,2024,588587,,,23,Max Teneza,https://www.moraviansports.com/sports/msoc/2024-25/bios/teneza_max_i5ke,D,So.,"West Chester, Pa.",B. Reed Henderson
Moravian,III,2024,588587,,,24,Owen Smith,https://www.moraviansports.com/sports/msoc/2024-25/bios/smith_owen_g917,MF,Fr.,"Glenside, Pa.",Upper Dublin High School
Moravian,III,2024,588587,,,25,Enzo Petruzzelli,https://www.moraviansports.com/sports/msoc/2024-25/bios/petruzzelli_enzo_0l9q,F,Fr.,"Warminster, Pa.",Archbishop Wood
Moravian,III,2024,588587,,,26,Nathan Bonvallet,https://www.moraviansports.com/sports/msoc/2024-25/bios/bonvallet_nathan_y4db,MF,Jr.,"Wooster, Ohio",Wooster
Moravian,III,2024,588587,,,27,Kyle Ingersoll,https://www.moraviansports.com/sports/msoc/2024-25/bios/ingersoll_kyle_qw4f,D,Fr.,"Lambertville, N.J.",South Hunterdon
Moravian,III,2024,588587,,,28,Jackson Lombardi,https://www.moraviansports.com/sports/msoc/2024-25/bios/lombardi_jackson_uq28,D/MF,Fr.,"Doylestown, Pa.",Central Bucks West
Moravian,III,2024,588587,,,29,Ryan Mullin,https://www.moraviansports.com/sports/msoc/2024-25/bios/mullin_ryan_98rt,D,Fr.,"Woolwich, N.J.",Kingsway Regional
Moravian,III,2024,588587,,,30,Nick Marino,https://www.moraviansports.com/sports/msoc/2024-25/bios/marino_nick_5jvy,MF,Fr.,"Oreland, Pa.",Springfield Township
Moravian,III,2024,588587,,,31,Colin Moyer,https://www.moraviansports.com/sports/msoc/2024-25/bios/moyer_colin_s713,F,Fr.,"Sellersville, Pa.",Faith Christian Academy
Moravian,III,2024,588587,,,32,Owen Carey,https://www.moraviansports.com/sports/msoc/2024-25/bios/carey_owen_05jc,D,Fr.,"Sparta, N.J.",Sparta
Moravian,III,2024,588587,,,33,Gavin Murray,https://www.moraviansports.com/sports/msoc/2024-25/bios/murray_gavin_a25m,MF/D,Fr.,"Cherry Hill, N.J.",Cherry Hill West
Moravian,III,2024,588587,,,34,Jake Fiore,https://www.moraviansports.com/sports/msoc/2024-25/bios/fiore_jake_xxfh,D/MF,Fr.,"Marlton, N.J.",Cherokee
Moravian,III,2024,588587,,,35,Antonio Del Priore,https://www.moraviansports.com/sports/msoc/2024-25/bios/del_priore_antonio_r2vo,D,Fr.,"Northampton, Pa.",Northampton
Moravian,III,2024,588587,,,37,Joey Roth,https://www.moraviansports.com/sports/msoc/2024-25/bios/roth_joey_ptd9,F,Fr.,"Doylestown, Pa.",Central Bucks East
Moravian,III,2024,588587,,,44,Evan Hubert,https://www.moraviansports.com/sports/msoc/2024-25/bios/hubert_evan_ls49,D,Fr.,"Wyncote, Pa",Roman Catholic
Moravian,III,2024,588587,,,56,Reed Sturza,https://www.moraviansports.com/sports/msoc/2024-25/bios/sturza_reed_dms5,F,Gr.,"New Britain, Pa.",Central Bucks West
Moravian,III,2024,588587,,,88,Ben Scary,https://www.moraviansports.com/sports/msoc/2024-25/bios/scary_ben_4mj4,F,Sr.,"Quakertown, Pa.",Pennridge
Muskingum,III,2024,588591,,,0,Noah Emmons,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/emmons_noah_zzgm,GK,Fr.,Louisville,Louisville
Muskingum,III,2024,588591,,,2,Alex Innocenti,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/innocenti_alex_xoh1,D,Fr.,Wadsworth,Wadsworth
Muskingum,III,2024,588591,,,3,Tyler Valley,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/valley_tyler_l58x,D,Jr.,Bellbrook,Bellbrook
Muskingum,III,2024,588591,,,4,Noah Williams,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/williams_noah_p0e0,D,Fr.,Caledonia,River Valley
Muskingum,III,2024,588591,,,5,Brayden Tingler,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/tingler_brayden_121a,F,Fr.,Parkersburg,Parkersburg
Muskingum,III,2024,588591,,,6,Abdikani Mohamed,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/mohamed_abdikani_fon6,M,Sr.,Columbus,Zenith Academy
Muskingum,III,2024,588591,,,7,Mikai Thiam,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/thiam_mikai_duz8,M,Fr.,Lewis Center,Olentangy Orange
Muskingum,III,2024,588591,,,8,Luca Danley,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/danley_luca_0fj8,M,Fr.,"Pittsburg, Pa.",Mount Lebanon
Muskingum,III,2024,588591,,,9,Avery Warix,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/warix_avery_86av,D,Jr.,Wilmington,Wilmington
Muskingum,III,2024,588591,,,11,Keaton Taylor,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/taylor_keaton_tj1q,M/F,Jr.,Pickerington,Pickerington Central
Muskingum,III,2024,588591,,,12,Jeremy Fuller,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/fuller_jeremy_wghj,M,Jr.,Cincinnati,Lakota West
Muskingum,III,2024,588591,,,13,Colton Cunningham,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/cunningham_colton_i85k,D,Jr.,Chesterhill,Morgan
Muskingum,III,2024,588591,,,14,David Carlson,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/carlson_david_z9h2,F,Sr.,"Yakota, Japan",Yakota
Muskingum,III,2024,588591,,,15,Kia Fowler,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/fowler_kia_7dg5,M,Sr.,"Okinawa, Japan",Kubasaki
Muskingum,III,2024,588591,,,16,Terrance Wright,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/wright_terrance_06mp,M,Jr.,"Parkersburg, W. Va.",Parkersburg
Muskingum,III,2024,588591,,,17,Garrett Pugh,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/pugh_garrett_vzs9,D/M,So.,Zanesville,Bishop Rosecrans
Muskingum,III,2024,588591,,,18,Noah Walker,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/walker_noah_xuip,M,Fr.,"Hebron, Ky.",Conner
Muskingum,III,2024,588591,,,19,Brice Hiner,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/hiner_brice_4unb,M,Fr.,Akron,Conventry
Muskingum,III,2024,588591,,,21,Morgan McKenna,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/mckenna_morgan_vnwg,D,Sr.,"Tamuning, Guam",Father Duenas Memorial
Muskingum,III,2024,588591,,,22,Will Bullock,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/bullock_will_7r59,F,Jr.,Warsaw,Riverview
Muskingum,III,2024,588591,,,23,Jacob Gulu,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/gulu_jacob_wq6p,M,Jr.,Campbell,Hubbard
Muskingum,III,2024,588591,,,24,Landon Daugherty,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/daugherty_landon_l7pr,D,Fr.,Canton,Perry
Muskingum,III,2024,588591,,,25,Sean O'Grady,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/o-grady_sean_ozsr,D,So.,St. Clairsville,St. Clairsville
Muskingum,III,2024,588591,,,26,Levi Sanders,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/sanders_levi_ho66,D,So.,Westerville,Westerville North
Muskingum,III,2024,588591,,,27,Ryan Watson,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/watson_ryan_wd5j,D,Sr.,Zanesville,Zanesville
Muskingum,III,2024,588591,,,28,Andrew Filippis,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/filippis_andrew_jhhf,F,Jr.,Cambridge,Cambridge
Muskingum,III,2024,588591,,,29,Sam Rosa Jr,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/rosa_jr_sam_38gi,M,Fr.,Delaware,Rutherford B. Hayes
Muskingum,III,2024,588591,,,30,Andrew LaPlante,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/laplante_andrew_1hss,GK,So.,Cambridge,Cambridge
Muskingum,III,2024,588591,,,31,Evan Laraba,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/laraba_evan_r6wx,GK,Jr.,"Beckly, W. Va.",Woodrow Wilson
Muskingum,III,2024,588591,,,32,Hunter Wallace,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/wallace_hunter_qo9o,GK,Fr.,Philo,Philo
Muskingum,III,2024,588591,,,33,Deaton Shade,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/shade_deaton_xs5u,D,Fr.,Miamisburg,Miamisburg
Muskingum,III,2024,588591,,,34,Max Menke,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/menke_max_k2io,M,Fr.,Finneytown,Finneytown
Muskingum,III,2024,588591,,,35,Kanon Riehl,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/riehl_kanon_0tvj,M,Fr.,New Concord,John Glenn
Muskingum,III,2024,588591,,,36,Hunter Keivens,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/keivens_hunter_gy3q,M,So.,Holland,Springfield
Muskingum,III,2024,588591,,,38,Caleb Lauvray,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/lauvray_caleb_5k7i,D,Fr.,Thornville,Liberty Union
Muskingum,III,2024,588591,,,39,Lucas Hanson,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/hanson_lucas_z9qd,D,So.,"Kerrville, Texas",Home School
Muskingum,III,2024,588591,,,40,Thomas Maier,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/maier_thomas_qnw9,M,Sr.,"Keinberg, Germany",University of Passau
Muskingum,III,2024,588591,,,41,Daniel Diermeier,https://www.fightingmuskies.com/sports/msoc/2024-25/bios/diermeier_daniel_z85a,D,Sr.,"Munich, Germany",University of Passau
North Greenville,II,2024,588120,,,,,,,,,
